rank,uid,title,creator,estimatedArtist,estimatedPeriod,faceCount,vertexCount,likeCount,viewCount,commentCount,archiveTypes,viewerUrl,publishedAt
118,6a3786e61eb94d4c88b7a329f19206ef,Bust Josef Merhaut - writer,3dhdscan,,19th century,29252,15829,18,324,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-6a3786e61eb94d4c88b7a329f19206ef,2017-07-15T19:55:27.067122
119,ff5f72f7d504478cb52a8974564cd542,Maternitat de Manolo Hugué,Giravolt,,,69999,36962,17,320,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-ff5f72f7d504478cb52a8974564cd542,2022-12-12T08:13:50.741527
120,43b68ae8827b4307909e635814267716,Bronze Statue of Liberty Model,jerryfisher,bartholdi,19th century,279432,164669,10,895,2,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-43b68ae8827b4307909e635814267716,2015-01-19T16:53:04
121,c033a6ee2f8c4028bd2fd25f04ab5e9e,Grafenegg Castle (Schloss Grafenegg),Mycelium,,baroque,1019445,950775,13,625,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-c033a6ee2f8c4028bd2fd25f04ab5e9e,2022-08-19T16:03:10.944478
122,54142d7e49594c8e92669b91cdaa728e,Typhoon,Geoffrey Marchal,thorvaldsen,,455509,413945,15,314,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-54142d7e49594c8e92669b91cdaa728e,2021-03-08T11:37:09.233390
123,4508832b36fa4e889e687cab3130be91,"Portrait Bust of Edwin Wallace Stoughton, Marble",Andrew Sink,saint-gaudens,,181530,100942,14,342,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-4508832b36fa4e889e687cab3130be91,2021-05-14T21:20:31.067988
124,a9a91de88ecc4dccb249d9b507f87534,"""Head of Gaul"" François Rude",AGH,rude,,329358,256783,12,512,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-a9a91de88ecc4dccb249d9b507f87534,2023-08-08T15:35:21.383437
125,b644f010bea84c9db6816fde2842354e,Miner,shinya,rodin,,466456,279528,13,312,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-b644f010bea84c9db6816fde2842354e,2021-06-29T11:36:12.547821
126,bedbb024e3384d5d9ded39c66af4b2f3,"Properzia de' Rossi, Joseph and Potiphar's Wife",ZeuxisVR,,renaissance,89142,267273,14,262,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-bedbb024e3384d5d9ded39c66af4b2f3,2025-07-16T00:58:35.388888
127,1bbf6d8f09294c60a4baf8e6ea9d7f5b,"""Walking Tiger"" Antoine-Louis Barye",AGH,barye,,48141,27811,12,481,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-1bbf6d8f09294c60a4baf8e6ea9d7f5b,2023-08-08T19:32:19.593917
128,2fbb63a804f14e2397d899a568dca1de,Kaiser Joseph II.,noe-3d.at,,19th century,783124,1003605,14,150,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-2fbb63a804f14e2397d899a568dca1de,2026-01-05T11:44:44.075513
129,eae85ffd80be451d98002c936360d210,The Thinker by Auguste Rodin,Aupuma,rodin,,38494,22569,10,594,1,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-eae85ffd80be451d98002c936360d210,2022-04-16T22:16:29.042427
130,bee5b14a5f784518a2bae327b31f045b,"Jacopo della Quercia, Madonna of Humility",ZeuxisVR,,renaissance,83928,49511,12,309,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-bee5b14a5f784518a2bae327b31f045b,2022-10-02T19:54:11.189289
131,21a383446a1f4680a9274f1b6dc66078,Cupid and Psyche: Rodin,danielpett,rodin,,434628,265148,11,352,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-21a383446a1f4680a9274f1b6dc66078,2019-10-03T11:19:34.380518
132,241e16899e2f4746b80d955182a71d6d,Mermaid sculpture in dynamic pose,adi.switch,rodin,,34474,68948,10,480,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-241e16899e2f4746b80d955182a71d6d,2024-10-27T07:01:27.212642
133,b26274c304794ed78880988d7102f5fe,"Ariadne on the Panther - Marble, 1803–1814",Andrew Sink,,renaissance,150243,88030,11,326,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-b26274c304794ed78880988d7102f5fe,2024-07-06T08:23:37.802226
134,738ea5743936497484daabdc5380eaf5,Baroque Plinith With Inscription,Tomáš Musílek,,baroque,373692,219641,11,289,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-738ea5743936497484daabdc5380eaf5,2021-06-03T19:35:23.104512
135,250b751c937f4bfd8bd6aac2c50c0e57,Warrior Statue,local.yany,michelangelo,renaissance,88017,54530,11,287,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-250b751c937f4bfd8bd6aac2c50c0e57,2025-08-06T23:28:50.100918
136,a1d9e997b2f5432985e086137ea6ad42,Sculpture from the Schonbrunn Gardens 40,iedu360.eu,,baroque,14529,10677,11,296,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-a1d9e997b2f5432985e086137ea6ad42,2024-10-03T09:31:23.919521
137,ea1cf27d689f49ca8a22268e722bf34e,Tomb of Joan II de Ribagorça,albertsierra,,renaissance,597561,392025,11,133,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-ea1cf27d689f49ca8a22268e722bf34e,2021-09-01T17:47:12.708006
138,8a36a628618547d88d234bf2703c4258,"Michelangelo, Pietà Rondanini",ZeuxisVR,michelangelo,renaissance,78352,44321,9,383,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-8a36a628618547d88d234bf2703c4258,2025-05-28T06:29:59.120653
139,b4ad9a74dfc64389a6176c8b59e578d3,Rodin Thinker V2.0,Sakado,rodin,,662489,331622,7,512,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-b4ad9a74dfc64389a6176c8b59e578d3,2023-07-14T03:59:19.822848
140,f22b8451f642479a97cb54249a287772,Robert Houdin,Lycée Hector Guimard,,xix,174436,111172,7,481,1,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-f22b8451f642479a97cb54249a287772,2019-02-27T15:50:16.535130
141,055059aabb0f45cd9b57117139ceaa0d,Two Cherubs Fighting,Digital Humanities Research Network,,baroque,96564,52300,10,161,1,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-055059aabb0f45cd9b57117139ceaa0d,2023-11-06T18:11:47.534999
142,0316ca548b0344018b10bdd056b090f8,David with the nature,Ana Moya,michelangelo,,8494768,10018255,9,125,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-0316ca548b0344018b10bdd056b090f8,2021-11-29T00:45:07.676053
143,bb0c6dabb79845aeaf5d53daea16f327,La cathédrale _ Rodin,Leam,rodin,,99999,55987,8,349,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-bb0c6dabb79845aeaf5d53daea16f327,2023-08-08T09:35:29.888303
144,44eea6548dd2444ebe42bff6a313791b,Sculpture of a man holding up a balcony,nmeln,,19th century,1005134,3015402,8,260,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-44eea6548dd2444ebe42bff6a313791b,2021-04-28T18:13:53.078584
145,68b644101e5c43d49e27d989d2b78da8,Ghiberti bas-relief / the gates of paradise,chabychab,ghiberti,,27968,83904,7,464,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-68b644101e5c43d49e27d989d2b78da8,2023-11-15T00:28:29.576814
146,3e7d17bb0d9f40ad904bb044f0dc1cf3,Monument,local.yany,michelangelo,renaissance,12098,8248,10,164,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-3e7d17bb0d9f40ad904bb044f0dc1cf3,2025-08-06T23:28:41.445881
147,d58b3340be254279a0033adfcb336cad,Rodin - Le penseur,Sakado,rodin,,50974,28436,7,386,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-d58b3340be254279a0033adfcb336cad,2023-07-10T16:40:29.723392
148,03b7eecd14a9446d978856f3462a16eb,Buffalo Fountain Head,M Parkinson,,neoclassical,832670,562650,8,169,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-03b7eecd14a9446d978856f3462a16eb,2023-08-04T02:10:45.057704
149,349607ed482946be86c8250c7cdb7125,Florence Ornate Lamp Post Feet (Scaniverse),JFN,michelangelo,renaissance,110278,59396,9,126,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-349607ed482946be86c8250c7cdb7125,2025-12-17T03:18:44.180676
150,0e24c80d5434432fbb6d0f358c21d24d,Render (Hand of Adam),Realf Heygate,rodin,,91128,66377,8,214,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-0e24c80d5434432fbb6d0f358c21d24d,2021-05-31T12:22:02.706045
151,639518073b6044848e5e4f00085a8579,"Chastity - ""Cudnost""",trackmeifyoucan,,baroque,62466,186824,5,482,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-639518073b6044848e5e4f00085a8579,2020-09-13T13:23:31.978751
152,b87f42b904b849de8bab304375dc7b6e,Jardiniere,The Hunt Museum,,19th century,569010,373495,7,197,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-b87f42b904b849de8bab304375dc7b6e,2023-03-24T12:05:20.448985
153,9209c7a98eda4c3bb402bf44d8c8be0d,"""Boulonnaise au Rameau"" Jules Dalou",AGH,jules dalou,,439736,317663,6,291,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-9209c7a98eda4c3bb402bf44d8c8be0d,2023-08-08T16:04:57.762274
154,b23e3c90d5934d9b9c00441d76ba16be,"Sculpture ""Les Naufragés"" - Polycam scan",Nicolas Diolez,,xix,44948,25273,8,165,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-b23e3c90d5934d9b9c00441d76ba16be,2023-04-20T11:15:20.800311
155,c1042cafcdea467d82ca983b88f80dcd,Medardo Rosso - Filippo Filippi Monument,michelon_e,medardo rosso,,226607,128091,7,178,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-c1042cafcdea467d82ca983b88f80dcd,2024-03-02T11:14:15.416520
156,66dd2e20d2de4e7b9a1d697232398b02,The Three Graces by Antonio Canova,pickle,canova,,395299,228612,4,450,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-66dd2e20d2de4e7b9a1d697232398b02,2023-01-17T21:23:11.273242
157,b62082a14359410581a680b2bdf803e5,"Mino da Fiesole, Portrait of Niccolò Strozzi",Glenn Gunhouse,,renaissance,50000,37873,7,213,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-b62082a14359410581a680b2bdf803e5,2022-12-27T20:57:15.806968
158,4105eb667ffd45b892fe0fd548f510cd,Cupid – Michelangelo,Caitlyn Carr,michelangelo,,96750,53297,6,210,2,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-4105eb667ffd45b892fe0fd548f510cd,2023-07-19T05:04:11.045246
159,be4b583c8fa7471c82ff8f99dec50c8e,Lord Byron Statue,Nicholas Kilgore,thorvaldsen,neoclassical,500000,306545,6,221,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-be4b583c8fa7471c82ff8f99dec50c8e,2023-06-14T18:08:22.844115
160,49feb51e31174d2b98d443f431d70bab,Rodin sculpture,leeprobert,rodin,,72877,55385,7,171,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-49feb51e31174d2b98d443f431d70bab,2021-08-27T19:09:50.438535
161,ea2889792ad94d65bf88250d270eac76,"St Gaudens, Cloître chapiteau oiseaux",DominiqueAllios,saint-gaudens,,215051,122239,7,115,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-ea2889792ad94d65bf88250d270eac76,2023-11-18T18:27:40.147534
162,31764d014e0a43909e0b5b8645770f09,"Mino da Fiesole, Portrait Bust Astorgio Manfredi",ZeuxisVR,,renaissance,82955,47542,7,120,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-31764d014e0a43909e0b5b8645770f09,2022-10-02T19:38:30.508783
163,62bdca8cb6fc443b931c2963b70ffc84,The Thinker (Le Penseur),urbandave,rodin,,290044,164321,4,374,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-62bdca8cb6fc443b931c2963b70ffc84,2024-01-24T01:31:10.038583
164,4bad80992568445283262912fa1dd427,rodin_BALZAC_1897,shinya,rodin,,300040,241214,5,262,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-4bad80992568445283262912fa1dd427,2021-11-29T14:44:07.904320
165,a8e0ea8d4c114717a2c7b22596951ef7,Le Promeneur,pattarrian,camille claudel,,3037568,2351039,6,55,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-a8e0ea8d4c114717a2c7b22596951ef7,2022-03-24T11:38:06.938063
166,b48decb8e25b4117803b233a5099e0e8,David by Gian Lorenzo Bernini,relayusb,bernini,,1200288,661793,5,144,1,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-b48decb8e25b4117803b233a5099e0e8,2025-12-02T20:56:29.791172
167,6d64abe14f594ac9a047e50f3c88be09,Ghiberti bas-relief  North door,chabychab,ghiberti,,253749,761247,6,128,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-6d64abe14f594ac9a047e50f3c88be09,2023-11-15T00:29:54.004556
168,f374f922571d4953a9122490d1c66780,Eva por Auguste Rodin,Museum_Thievery,rodin,,10000,5717,5,274,1,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-f374f922571d4953a9122490d1c66780,2017-11-10T20:10:01.411827
169,3497bc6f6b9644c7aa6c47c7b3753e8a,Castle Benrath Lion,ABOOOH,,baroque,6313,3631,6,141,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-3497bc6f6b9644c7aa6c47c7b3753e8a,2022-03-14T17:22:42.230572
170,022c969a8ee247d180e2e1fff97e2c4a,David bust,Denisko1,michelangelo,,1083370,752565,2,371,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-022c969a8ee247d180e2e1fff97e2c4a,2024-08-15T20:59:53.529999
171,da26f1fab68e42538c4b0b432133f74d,Ghiberti bas-relief the gates of paradise 2,chabychab,ghiberti,,23574,70722,5,160,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-da26f1fab68e42538c4b0b432133f74d,2023-11-15T09:07:47.795523
172,ac301b70ac54405a82bd2c77caa4920b,"Pandora Statue - Sewerby, COLOUR",Chapel_Prints_CO,,,1773562,1073753,4,117,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-ac301b70ac54405a82bd2c77caa4920b,2024-06-14T11:22:36.879286
173,047678e73f6f4128a92569c9cb317c82,Lion I,f.x,,neoclassical,470306,290828,5,58,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-047678e73f6f4128a92569c9cb317c82,2025-01-26T15:30:31.821710
174,23029b5c4f85422db679b0ad10454c66,Venus Italica,DanaeGer,canova,,61359,36288,1,503,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-23029b5c4f85422db679b0ad10454c66,2023-02-22T15:40:27.273700
175,f15c74379f464e8b82291816bc2a2ace,"Jour du seigneur, Auguste Bartholdi",Antoine Dresen,bartholdi,,252481,149265,4,140,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-f15c74379f464e8b82291816bc2a2ace,2020-09-17T12:03:23.367039
176,51619c0931d04a0b8cc1d12e0894b6fe,Lion au serpent  - Antoine-Louis Barye,ModelingGoblin,barye,,306949,166698,4,97,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-51619c0931d04a0b8cc1d12e0894b6fe,2023-07-21T14:55:06.560868
177,67612edecdad4da5a8d0965bbd4ca2dc,Rodin hand sculpture,leeprobert,rodin,,5498,4010,4,200,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-67612edecdad4da5a8d0965bbd4ca2dc,2021-08-27T19:11:42.958951
178,be7ebb13911744c0b0bcab9d67fbc6fa,Lion II,f.x,,neoclassical,624488,476488,4,39,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-be7ebb13911744c0b0bcab9d67fbc6fa,2025-01-26T15:32:27.980172
179,4f458b5b61804c228076621cc0a47655,Alien humanoid ceramic sculpture,lvalics,rodin,,19432,12358,1,425,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-4f458b5b61804c228076621cc0a47655,2024-07-16T13:49:43.517300
180,1f096feb7bbd4e6ea6c25c707f026d04,"Pietà, Jagnjenica - Slovenija",downloadix,,,924178,590521,2,165,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-1f096feb7bbd4e6ea6c25c707f026d04,2026-01-15T15:09:21.576864
181,61f2cd2d428d4e8799edde56eb5368cb,Michelangelo - Due Lottatori,Luca.PPPP,michelangelo,renaissance,159158,85983,3,101,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-61f2cd2d428d4e8799edde56eb5368cb,2017-10-26T21:47:51.219447
182,66ce5b5d474d4d08b0cbc4a3daee0e36,"St Gaudens, cloître oiseaux et végétaux",DominiqueAllios,saint-gaudens,,309491,203530,3,71,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-66ce5b5d474d4d08b0cbc4a3daee0e36,2023-11-19T22:46:41.853629
183,248234e53c3c469ea8e6721b56bf00b4,"The Virgin and Child Enthroned, Antonello Gagini",MarkG42,,16th century,500000,323823,3,49,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-248234e53c3c469ea8e6721b56bf00b4,2024-01-07T23:18:19.267616
184,093a9b8ec24440afb1e0cea48ac6d7ce,1972.277 Study of Honoré de Balzac,Cleveland Museum of Art,rodin,,195451,112467,2,152,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-093a9b8ec24440afb1e0cea48ac6d7ce,2025-08-04T19:53:31.803738
185,5441a05d725541cabebfc867182b10fe,"Lion au Serpent (1832) – 3D Scan, Louvre Museum",Alula Tesfay Asfha,barye,,97192,57824,3,44,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-5441a05d725541cabebfc867182b10fe,2025-06-10T15:39:12.264612
186,5353dd6b2ea1452eb8436e4b6602d60e,Base della Statua di Goethe – Berlino,studioeff.gamedesign,,neoclassical,799994,2399078,2,70,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-5353dd6b2ea1452eb8436e4b6602d60e,2025-05-13T11:41:27.510826
187,2403a2786e1745838d081099575efb93,"Esclavo Rebelde, Michelangelo",the dragon 3d,michelangelo,,55992,32302,2,147,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-2403a2786e1745838d081099575efb93,2025-01-13T17:26:45.395048
188,4550d26e53664e57800948a62fc206a4,Le Baiser _ Rodin,Leam,rodin,,222244,122620,1,196,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-4550d26e53664e57800948a62fc206a4,2023-08-08T09:42:22.272387
189,3b82a1f1d53c46199b8f5e22a859e766,Rodin sculpture,leeprobert,rodin,,76676,57868,2,118,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-3b82a1f1d53c46199b8f5e22a859e766,2021-08-27T19:08:43.432782
190,2dfbf669151f41668083d7261fe5aaa4,"Eternal Spring, Auguste Rodin, 1910",MJ.Drifty,rodin,,999982,794912,1,129,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-2dfbf669151f41668083d7261fe5aaa4,2024-07-11T00:13:53.407613
191,5c7caec7559f476b973ceb8e6036a6e8,"Holy Family sculpture - Klíčov [Tachov, CZ]",Martin.Hb,rodin,baroque,700006,479686,2,34,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-5c7caec7559f476b973ceb8e6036a6e8,2025-06-30T08:38:36.777324
192,d0708ca70eb04427aaff0c75dd44fd41,The Thinker 1904 Rodin,Yated,rodin,,38902,25643,2,127,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-d0708ca70eb04427aaff0c75dd44fd41,2024-07-18T15:41:55.314178
193,964c9e94baae49c98c457eb66962617e,Nicolai Eigtved -  Niels Eigtved - Copenhagen,talekeep,,baroque,4762,3573,3,88,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-964c9e94baae49c98c457eb66962617e,2019-12-29T17:19:02.063817
194,61c889ea05a74f848b05a4727d41a9e0,Statue de Champollion par Auguste Bartholdi,Frédérique Bertrand - 3D Imago Urbis,bartholdi,xix,35563,22150,1,188,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-61c889ea05a74f848b05a4727d41a9e0,2025-03-05T07:15:12.474787
195,a0d18dae39f043a2aed796f4d6b47266,Head of Balzac by Rodin,Boston College Digital Scholarship,rodin,,277283,831699,1,110,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-a0d18dae39f043a2aed796f4d6b47266,2023-08-16T19:50:34.312142
196,1910dda36c404e8580f52908e6f93686,Cap masculí barbat,Giravolt,,15th century,260478,246207,1,93,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-1910dda36c404e8580f52908e6f93686,2022-07-08T07:42:45.504080
197,a5c17ff57fdc4891be5880e3df9c5bfc,Lord Byron statue,drewlibrary,thorvaldsen,neoclassical,500000,306545,1,56,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-a5c17ff57fdc4891be5880e3df9c5bfc,2025-11-18T16:21:35.343567
198,1d0d1a20334545afbe25914e8a3d21d6,The Angel of Purity,danielpett,saint-gaudens,,357506,218117,1,62,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-1d0d1a20334545afbe25914e8a3d21d6,2026-01-25T22:14:25.753560
199,2f201ea5658a46acb8cd39663e6ca9f2,"""Ferronnier"" Jules Dalou",AGH,jules dalou,,162105,106752,1,68,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-2f201ea5658a46acb8cd39663e6ca9f2,2023-08-08T15:44:29.083268
200,e0e199bc9db0402c8582d79d66d3f639,Florence Uffizi -Hercules & Centaur (Scaniverse),JFN,giambologna,renaissance,162269,89040,1,56,0,glb|gltf|source|usdz,https://sketchfab.com/3d-models/none-e0e199bc9db0402c8582d79d66d3f639,2025-12-18T05:05:16.491629
